日期,开盘价,最高价,最低价,收盘价,成交量,成交额,换手率,未复权开盘价,未复权最高价,未复权最低价,未复权收盘价,前复权比例系数,5日成交量比
2026-03-12,4.75,5.17,4.63,5.17,203622366.0,1011184566.0,0.09969282809046126,4.75,5.17,4.63,5.17,1.0,1.2819549932753547
2026-03-13,5.25,5.46,5.13,5.24,287329715.0,1522585582.0,0.1406756656720914,5.25,5.46,5.13,5.24,1.0,1.8115711339958047
2026-03-16,5.21,5.42,4.91,4.98,180031333.0,921498732.0,0.08814273738311039,5.21,5.42,4.91,4.98,1.0,0.9604097861903265
2026-03-17,4.88,5.2,4.8,4.86,148632162.0,734822881.0,0.07276980847467213,4.88,5.2,4.8,4.86,1.0,0.7993363252690128
2026-03-18,4.81,5.02,4.65,4.67,127110407.0,607163302.0,0.062232829342330515,4.81,5.02,4.65,4.67,1.0,0.6736073495099147
2026-03-19,4.97,5.14,4.92,5.14,195893188.0,996962380.0,0.09590864844079264,4.97,5.14,4.92,5.14,1.0,1.0345822947588839
2026-03-20,5.1,5.55,4.94,5.4,335638845.0,1760282187.0,0.16432765384459766,5.1,5.55,4.94,5.4,1.0,1.787220378241862
2026-03-23,5.65,5.88,5.39,5.5,309302371.0,1729147998.0,0.15143340442314215,5.65,5.88,5.39,5.5,1.0,1.5663957849093655
2026-03-24,5.23,5.61,4.97,5.5,251354584.0,1352931501.0,0.12306236208089932,5.23,5.61,4.97,5.5,1.0,1.1255586944653928
2026-03-25,5.15,5.5,5.0,5.37,210131826.0,1107113298.0,0.10287983789439278,5.15,5.5,5.0,5.37,1.0,0.8616908482924327
2026-03-26,5.32,5.41,5.05,5.14,184204889.0,952880400.0,0.09018609641585,5.32,5.41,5.05,5.14,1.0,0.7072177877362866
2026-03-27,5.04,5.19,4.93,5.02,141411098.0,711272863.0,0.06923439973680184,5.04,5.19,4.93,5.02,1.0,0.5478364149224925
2026-03-30,5.15,5.5,5.02,5.07,209812595.0,1092357680.0,0.10272354346648035,5.15,5.5,5.02,5.07,1.0,0.9568208800419956
2026-03-31,4.88,4.92,4.6,4.62,180171640.0,851732199.0,0.08821143122016603,4.88,4.92,4.6,4.62,1.0,0.9036459550003437
2026-04-01,4.5,4.54,4.26,4.44,119440022.0,528074793.0,0.058477434548456775,4.5,4.54,4.26,4.44,1.0,0.6451111974466288
2026-04-02,4.45,4.55,4.43,4.5,96337634.0,432455746.0,0.047166582795741485,4.45,4.55,4.43,4.5,1.0,0.5768442580594954
